srcStateName,srcYear,TRU,Country,YearCode,StateCode,Year,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Rajasthan,1999-00,Urban,India,1999,8,"Calendar Year (Jan - Dec), 1999",RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2004-05,Rural,India,2004,8,"Calendar Year (Jan - Dec), 2004",RAJASTHAN,51500352,,,26641747,,,24858605,,,9494903,,,,,33126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2004-05,Urban,India,2004,8,"Calendar Year (Jan - Dec), 2004",RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2009-10,Rural,India,2009,8,"Calendar Year (Jan - Dec), 2009",RAJASTHAN,51500352,,,26641747,,,24858605,,,9494903,,,,,33126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2009-10,Urban,India,2009,8,"Calendar Year (Jan - Dec), 2009",RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2011-12,Rural,India,2011,8,"Calendar Year (Jan - Dec), 2011",RAJASTHAN,51500352,,,26641747,,,24858605,,,9494903,,,,,33126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2011-12,Urban,India,2011,8,"Calendar Year (Jan - Dec), 2011",RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2017-18,Rural,India,2017,8,"Calendar Year (Jan - Dec), 2017",RAJASTHAN,51500352,,,26641747,,,24858605,,,9494903,,,,,33126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2017-18,Urban,India,2017,8,"Calendar Year (Jan - Dec), 2017",RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2018-19,Rural,India,2018,8,"Calendar Year (Jan - Dec), 2018",RAJASTHAN,51500352,,,26641747,,,24858605,,,9494903,,,,,33126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2018-19,Urban,India,2018,8,"Calendar Year (Jan - Dec), 2018",RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,1993-94,Rural,India,1993,11,"Calendar Year (Jan - Dec), 1993",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,1993-94,Urban,India,1993,11,"Calendar Year (Jan - Dec), 1993",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,1999-00,Rural,India,1999,11,"Calendar Year (Jan - Dec), 1999",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,1999-00,Urban,India,1999,11,"Calendar Year (Jan - Dec), 1999",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2004-05,Rural,India,2004,11,"Calendar Year (Jan - Dec), 2004",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2004-05,Urban,India,2004,11,"Calendar Year (Jan - Dec), 2004",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2009-10,Rural,India,2009,11,"Calendar Year (Jan - Dec), 2009",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2009-10,Urban,India,2009,11,"Calendar Year (Jan - Dec), 2009",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2011-12,Rural,India,2011,11,"Calendar Year (Jan - Dec), 2011",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2011-12,Urban,India,2011,11,"Calendar Year (Jan - Dec), 2011",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2017-18,Rural,India,2017,11,"Calendar Year (Jan - Dec), 2017",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2017-18,Urban,India,2017,11,"Calendar Year (Jan - Dec), 2017",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2018-19,Rural,India,2018,11,"Calendar Year (Jan - Dec), 2018",SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2018-19,Urban,India,2018,11,"Calendar Year (Jan - Dec), 2018",SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,1993-94,Rural,India,1993,33,"Calendar Year (Jan - Dec), 1993",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,1993-94,Urban,India,1993,33,"Calendar Year (Jan - Dec), 1993",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,1999-00,Rural,India,1999,33,"Calendar Year (Jan - Dec), 1999",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,1999-00,Urban,India,1999,33,"Calendar Year (Jan - Dec), 1999",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2004-05,Rural,India,2004,33,"Calendar Year (Jan - Dec), 2004",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2004-05,Urban,India,2004,33,"Calendar Year (Jan - Dec), 2004",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2009-10,Rural,India,2009,33,"Calendar Year (Jan - Dec), 2009",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2009-10,Urban,India,2009,33,"Calendar Year (Jan - Dec), 2009",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2011-12,Rural,India,2011,33,"Calendar Year (Jan - Dec), 2011",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2011-12,Urban,India,2011,33,"Calendar Year (Jan - Dec), 2011",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2017-18,Rural,India,2017,33,"Calendar Year (Jan - Dec), 2017",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2017-18,Urban,India,2017,33,"Calendar Year (Jan - Dec), 2017",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2018-19,Rural,India,2018,33,"Calendar Year (Jan - Dec), 2018",TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamil Nadu,2018-19,Urban,India,2018,33,"Calendar Year (Jan - Dec), 2018",TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,1993-94,Rural,India,1993,16,"Calendar Year (Jan - Dec), 1993",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,1993-94,Urban,India,1993,16,"Calendar Year (Jan - Dec), 1993",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,1999-00,Rural,India,1999,16,"Calendar Year (Jan - Dec), 1999",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,1999-00,Urban,India,1999,16,"Calendar Year (Jan - Dec), 1999",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2004-05,Rural,India,2004,16,"Calendar Year (Jan - Dec), 2004",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2004-05,Urban,India,2004,16,"Calendar Year (Jan - Dec), 2004",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2009-10,Rural,India,2009,16,"Calendar Year (Jan - Dec), 2009",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2009-10,Urban,India,2009,16,"Calendar Year (Jan - Dec), 2009",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2011-12,Rural,India,2011,16,"Calendar Year (Jan - Dec), 2011",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2011-12,Urban,India,2011,16,"Calendar Year (Jan - Dec), 2011",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2017-18,Rural,India,2017,16,"Calendar Year (Jan - Dec), 2017",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2017-18,Urban,India,2017,16,"Calendar Year (Jan - Dec), 2017",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2018-19,Rural,India,2018,16,"Calendar Year (Jan - Dec), 2018",TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2018-19,Urban,India,2018,16,"Calendar Year (Jan - Dec), 2018",TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,1993-94,Rural,India,1993,9,"Calendar Year (Jan - Dec), 1993",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,1993-94,Urban,India,1993,9,"Calendar Year (Jan - Dec), 1993",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,1999-00,Rural,India,1999,9,"Calendar Year (Jan - Dec), 1999",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,1999-00,Urban,India,1999,9,"Calendar Year (Jan - Dec), 1999",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2004-05,Rural,India,2004,9,"Calendar Year (Jan - Dec), 2004",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2004-05,Urban,India,2004,9,"Calendar Year (Jan - Dec), 2004",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2009-10,Rural,India,2009,9,"Calendar Year (Jan - Dec), 2009",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2009-10,Urban,India,2009,9,"Calendar Year (Jan - Dec), 2009",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2011-12,Rural,India,2011,9,"Calendar Year (Jan - Dec), 2011",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2011-12,Urban,India,2011,9,"Calendar Year (Jan - Dec), 2011",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2017-18,Rural,India,2017,9,"Calendar Year (Jan - Dec), 2017",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2017-18,Urban,India,2017,9,"Calendar Year (Jan - Dec), 2017",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2018-19,Rural,India,2018,9,"Calendar Year (Jan - Dec), 2018",UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2018-19,Urban,India,2018,9,"Calendar Year (Jan - Dec), 2018",UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,1993-94,Rural,India,1993,5,"Calendar Year (Jan - Dec), 1993",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,1993-94,Urban,India,1993,5,"Calendar Year (Jan - Dec), 1993",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,1999-00,Rural,India,1999,5,"Calendar Year (Jan - Dec), 1999",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,1999-00,Urban,India,1999,5,"Calendar Year (Jan - Dec), 1999",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2004-05,Rural,India,2004,5,"Calendar Year (Jan - Dec), 2004",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2004-05,Urban,India,2004,5,"Calendar Year (Jan - Dec), 2004",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
