srcStateName,srcYear,TRU,Country,YearCode,StateCode,Year,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Uttarakhand,2009-10,Rural,India,2009,5,"Calendar Year (Jan - Dec), 2009",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2009-10,Urban,India,2009,5,"Calendar Year (Jan - Dec), 2009",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2011-12,Rural,India,2011,5,"Calendar Year (Jan - Dec), 2011",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2011-12,Urban,India,2011,5,"Calendar Year (Jan - Dec), 2011",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2017-18,Rural,India,2017,5,"Calendar Year (Jan - Dec), 2017",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2017-18,Urban,India,2017,5,"Calendar Year (Jan - Dec), 2017",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2018-19,Rural,India,2018,5,"Calendar Year (Jan - Dec), 2018",UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2018-19,Urban,India,2018,5,"Calendar Year (Jan - Dec), 2018",UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,1993-94,Rural,India,1993,19,"Calendar Year (Jan - Dec), 1993",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,1993-94,Urban,India,1993,19,"Calendar Year (Jan - Dec), 1993",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,1999-00,Rural,India,1999,19,"Calendar Year (Jan - Dec), 1999",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,1999-00,Urban,India,1999,19,"Calendar Year (Jan - Dec), 1999",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2004-05,Rural,India,2004,19,"Calendar Year (Jan - Dec), 2004",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2004-05,Urban,India,2004,19,"Calendar Year (Jan - Dec), 2004",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2009-10,Rural,India,2009,19,"Calendar Year (Jan - Dec), 2009",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2009-10,Urban,India,2009,19,"Calendar Year (Jan - Dec), 2009",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2011-12,Rural,India,2011,19,"Calendar Year (Jan - Dec), 2011",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2011-12,Urban,India,2011,19,"Calendar Year (Jan - Dec), 2011",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2017-18,Rural,India,2017,19,"Calendar Year (Jan - Dec), 2017",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2017-18,Urban,India,2017,19,"Calendar Year (Jan - Dec), 2017",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2018-19,Rural,India,2018,19,"Calendar Year (Jan - Dec), 2018",WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bengal,2018-19,Urban,India,2018,19,"Calendar Year (Jan - Dec), 2018",WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
