srcStateName,srcYear,TRU,Gender,Unemployment Rate per 1000 population,YearCode,Year
Mizoram,2017-18,Rural,Male,59,2017,"Calendar Year (Jan - Dec), 2017"
Meghalaya,2017-18,Rural,Male,3,2017,"Calendar Year (Jan - Dec), 2017"
Manipur,2017-18,Rural,Male,99,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017-18,Rural,Male,35,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017-18,Rural,Male,45,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017-18,Rural,Male,59,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017-18,Rural,Male,40,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017-18,Rural,Male,78,2017,"Calendar Year (Jan - Dec), 2017"
Jammu & Kashmir,2017-18,Rural,Male,37,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017-18,Rural,Male,62,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017-18,Rural,Male,90,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017-18,Rural,Male,55,2017,"Calendar Year (Jan - Dec), 2017"
Goa,2017-18,Rural,Male,107,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017-18,Rural,Male,36,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017-18,Rural,Male,27,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,2017-18,Rural,Male,72,2017,"Calendar Year (Jan - Dec), 2017"
Assam,2017-18,Rural,Male,74,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2017-18,Urban,Overall,66,2017,"Calendar Year (Jan - Dec), 2017"
Arunachal Pradesh,2017-18,Urban,Overall,99,2017,"Calendar Year (Jan - Dec), 2017"
Arunachal Pradesh,2017-18,Rural,Male,43,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2017-18,Rural,Male,45,2017,"Calendar Year (Jan - Dec), 2017"
Puducherry,2017-18,Rural,Overall,104,2017,"Calendar Year (Jan - Dec), 2017"
Lakshadweep,2017-18,Rural,Overall,133,2017,"Calendar Year (Jan - Dec), 2017"
Daman & Diu,2017-18,Rural,Overall,62,2017,"Calendar Year (Jan - Dec), 2017"
Dadra & Nagar Haveli,2017-18,Rural,Overall,7,2017,"Calendar Year (Jan - Dec), 2017"
Chandigarh,2017-18,Rural,Overall,35,2017,"Calendar Year (Jan - Dec), 2017"
Andaman and Nicobar Islands,2017-18,Rural,Overall,147,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,2017-18,Rural,Overall,38,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,2017-18,Rural,Overall,55,2017,"Calendar Year (Jan - Dec), 2017"
Uttarakhand,2017-18,Rural,Overall,69,2017,"Calendar Year (Jan - Dec), 2017"
Tripura,2017-18,Rural,Overall,63,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,2017-18,Rural,Overall,79,2017,"Calendar Year (Jan - Dec), 2017"
Sikkim,2017-18,Rural,Overall,27,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,2017-18,Rural,Overall,45,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,2017-18,Rural,Overall,78,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,2017-18,Rural,Overall,69,2017,"Calendar Year (Jan - Dec), 2017"
Nagaland,2017-18,Rural,Overall,216,2017,"Calendar Year (Jan - Dec), 2017"
Mizoram,2017-18,Rural,Overall,65,2017,"Calendar Year (Jan - Dec), 2017"
Meghalaya,2017-18,Rural,Overall,6,2017,"Calendar Year (Jan - Dec), 2017"
Manipur,2017-18,Rural,Overall,116,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017-18,Rural,Overall,33,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017-18,Rural,Overall,36,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017-18,Rural,Overall,100,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017-18,Rural,Overall,39,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017-18,Rural,Overall,71,2017,"Calendar Year (Jan - Dec), 2017"
Jammu & Kashmir,2017-18,Rural,Overall,42,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017-18,Rural,Overall,52,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017-18,Rural,Overall,93,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017-18,Rural,Overall,52,2017,"Calendar Year (Jan - Dec), 2017"
Goa,2017-18,Rural,Overall,139,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017-18,Rural,Overall,35,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017-18,Rural,Overall,25,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2017-18,Urban,Male,54,2017,"Calendar Year (Jan - Dec), 2017"
Arunachal Pradesh,2017-18,Urban,Male,82,2017,"Calendar Year (Jan - Dec), 2017"
Assam,2017-18,Urban,Male,53,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,2017-18,Urban,Male,92,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017-18,Urban,Male,59,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017-18,Urban,Male,96,2017,"Calendar Year (Jan - Dec), 2017"
Goa,2017-18,Urban,Male,60,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017-18,Urban,Male,43,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017-18,Urban,Male,65,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017-18,Urban,Male,74,2017,"Calendar Year (Jan - Dec), 2017"
Jammu & Kashmir,2017-18,Urban,Male,61,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017-18,Urban,Male,104,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017-18,Urban,Male,63,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017-18,Urban,Male,66,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017-18,Urban,Male,79,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017-18,Urban,Male,62,2017,"Calendar Year (Jan - Dec), 2017"
Manipur,2017-18,Urban,Male,111,2017,"Calendar Year (Jan - Dec), 2017"
Meghalaya,2017-18,Urban,Male,56,2017,"Calendar Year (Jan - Dec), 2017"
Mizoram,2017-18,Urban,Male,127,2017,"Calendar Year (Jan - Dec), 2017"
Nagaland,2017-18,Urban,Male,165,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,2017-18,Urban,Male,73,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,2017-18,Urban,Male,65,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,2017-18,Urban,Male,68,2017,"Calendar Year (Jan - Dec), 2017"
Sikkim,2017-18,Urban,Male,42,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,2017-18,Urban,Male,65,2017,"Calendar Year (Jan - Dec), 2017"
Tripura,2017-18,Urban,Male,60,2017,"Calendar Year (Jan - Dec), 2017"
Uttarakhand,2017-18,Urban,Male,71,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,2017-18,Urban,Male,96,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,2017-18,Urban,Male,67,2017,"Calendar Year (Jan - Dec), 2017"
Andaman and Nicobar Islands,2017-18,Urban,Male,34,2017,"Calendar Year (Jan - Dec), 2017"
Chandigarh,2017-18,Urban,Male,52,2017,"Calendar Year (Jan - Dec), 2017"
Dadra & Nagar Haveli,2017-18,Urban,Male,1,2017,"Calendar Year (Jan - Dec), 2017"
Daman & Diu,2017-18,Urban,Male,23,2017,"Calendar Year (Jan - Dec), 2017"
Lakshadweep,2017-18,Urban,Male,132,2017,"Calendar Year (Jan - Dec), 2017"
Puducherry,2017-18,Urban,Male,80,2017,"Calendar Year (Jan - Dec), 2017"
Puducherry,2017-18,Rural,Female,373,2017,"Calendar Year (Jan - Dec), 2017"
Lakshadweep,2017-18,Rural,Female,266,2017,"Calendar Year (Jan - Dec), 2017"
Daman & Diu,2017-18,Rural,Female,,2017,"Calendar Year (Jan - Dec), 2017"
Dadra & Nagar Haveli,2017-18,Rural,Female,,2017,"Calendar Year (Jan - Dec), 2017"
Chandigarh,2017-18,Rural,Female,13,2017,"Calendar Year (Jan - Dec), 2017"
Andaman and Nicobar Islands,2017-18,Rural,Female,390,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,2017-18,Rural,Female,17,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,2017-18,Rural,Female,15,2017,"Calendar Year (Jan - Dec), 2017"
Uttarakhand,2017-18,Rural,Female,76,2017,"Calendar Year (Jan - Dec), 2017"
Tripura,2017-18,Rural,Female,79,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,2017-18,Rural,Female,61,2017,"Calendar Year (Jan - Dec), 2017"
Sikkim,2017-18,Rural,Female,39,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,2017-18,Rural,Female,12,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,2017-18,Rural,Female,103,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,2017-18,Rural,Female,53,2017,"Calendar Year (Jan - Dec), 2017"
Nagaland,2017-18,Rural,Female,334,2017,"Calendar Year (Jan - Dec), 2017"
Mizoram,2017-18,Rural,Female,83,2017,"Calendar Year (Jan - Dec), 2017"
Meghalaya,2017-18,Rural,Female,9,2017,"Calendar Year (Jan - Dec), 2017"
Manipur,2017-18,Rural,Female,178,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017-18,Rural,Female,28,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017-18,Rural,Female,12,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017-18,Rural,Female,196,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017-18,Rural,Female,34,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017-18,Rural,Female,37,2017,"Calendar Year (Jan - Dec), 2017"
Jammu & Kashmir,2017-18,Rural,Female,54,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017-18,Rural,Female,39,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017-18,Rural,Female,110,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017-18,Rural,Female,40,2017,"Calendar Year (Jan - Dec), 2017"
Goa,2017-18,Rural,Female,210,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017-18,Rural,Female,,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017-18,Rural,Female,21,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,2017-18,Rural,Female,23,2017,"Calendar Year (Jan - Dec), 2017"
Assam,2017-18,Rural,Female,143,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2018-19,Rural,Male,49,2018,"Calendar Year (Jan - Dec), 2018"
Dadra & Nagar Haveli,2018-19,Rural,Female,,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018-19,Rural,Female,91,2018,"Calendar Year (Jan - Dec), 2018"
Andaman and Nicobar Islands,2018-19,Rural,Female,342,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018-19,Urban,Overall,111,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018-19,Urban,Overall,107,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018-19,Urban,Overall,105,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018-19,Urban,Overall,55,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018-19,Urban,Overall,108,2018,"Calendar Year (Jan - Dec), 2018"
Goa,2018-19,Urban,Overall,91,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018-19,Urban,Overall,32,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018-19,Urban,Overall,87,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018-19,Urban,Overall,88,2018,"Calendar Year (Jan - Dec), 2018"
Jammu & Kashmir,2018-19,Urban,Overall,101,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018-19,Urban,Overall,87,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018-19,Urban,Overall,52,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018-19,Urban,Overall,97,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018-19,Urban,Overall,74,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018-19,Urban,Overall,64,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2018-19,Urban,Overall,92,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018-19,Urban,Overall,75,2018,"Calendar Year (Jan - Dec), 2018"
Mizoram,2018-19,Urban,Overall,91,2018,"Calendar Year (Jan - Dec), 2018"
Nagaland,2018-19,Urban,Overall,211,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018-19,Urban,Overall,127,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018-19,Urban,Overall,70,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018-19,Urban,Overall,95,2018,"Calendar Year (Jan - Dec), 2018"
Sikkim,2018-19,Urban,Overall,49,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018-19,Urban,Overall,67,2018,"Calendar Year (Jan - Dec), 2018"
Tripura,2018-19,Urban,Overall,135,2018,"Calendar Year (Jan - Dec), 2018"
Uttarakhand,2018-19,Urban,Overall,134,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018-19,Urban,Overall,106,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018-19,Urban,Overall,49,2018,"Calendar Year (Jan - Dec), 2018"
Andaman and Nicobar Islands,2018-19,Urban,Overall,120,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018-19,Urban,Overall,82,2018,"Calendar Year (Jan - Dec), 2018"
Dadra & Nagar Haveli,2018-19,Urban,Overall,18,2018,"Calendar Year (Jan - Dec), 2018"
Daman & Diu,2018-19,Urban,Overall,,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018-19,Rural,Female,14,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018-19,Rural,Female,18,2018,"Calendar Year (Jan - Dec), 2018"
Uttarakhand,2018-19,Rural,Female,133,2018,"Calendar Year (Jan - Dec), 2018"
Tripura,2018-19,Rural,Female,283,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018-19,Rural,Female,55,2018,"Calendar Year (Jan - Dec), 2018"
Sikkim,2018-19,Rural,Female,18,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018-19,Rural,Female,21,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018-19,Rural,Female,83,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018-19,Rural,Female,42,2018,"Calendar Year (Jan - Dec), 2018"
Nagaland,2018-19,Rural,Female,214,2018,"Calendar Year (Jan - Dec), 2018"
Mizoram,2018-19,Rural,Female,81,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018-19,Rural,Female,21,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2018-19,Rural,Female,156,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018-19,Rural,Female,33,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018-19,Rural,Female,7,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018-19,Rural,Female,156,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018-19,Rural,Female,14,2018,"Calendar Year (Jan - Dec), 2018"
Lakshadweep,2018-19,Urban,Overall,286,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018-19,Rural,Female,6,2018,"Calendar Year (Jan - Dec), 2018"
Jammu & Kashmir,2018-19,Rural,Female,60,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018-19,Rural,Female,43,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018-19,Rural,Female,67,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018-19,Rural,Female,18,2018,"Calendar Year (Jan - Dec), 2018"
Goa,2018-19,Rural,Female,197,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018-19,Rural,Female,,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018-19,Rural,Female,7,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018-19,Rural,Female,17,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018-19,Rural,Female,68,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018-19,Rural,Female,127,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018-19,Rural,Female,39,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018-19,Urban,Male,62,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018-19,Urban,Male,74,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018-19,Urban,Male,99,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018-19,Urban,Male,104,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018-19,Urban,Overall,73,2018,"Calendar Year (Jan - Dec), 2018"
Puducherry,2018-19,Urban,Overall,60,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018-19,Urban,Male,46,2018,"Calendar Year (Jan - Dec), 2018"
Puducherry,2018-19,Rural,Overall,116,2018,"Calendar Year (Jan - Dec), 2018"
Lakshadweep,2018-19,Rural,Overall,400,2018,"Calendar Year (Jan - Dec), 2018"
Daman & Diu,2018-19,Rural,Overall,,2018,"Calendar Year (Jan - Dec), 2018"
Dadra & Nagar Haveli,2018-19,Rural,Overall,11,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018-19,Rural,Overall,16,2018,"Calendar Year (Jan - Dec), 2018"
Andaman and Nicobar Islands,2018-19,Rural,Overall,146,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018-19,Rural,Overall,35,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018-19,Rural,Overall,43,2018,"Calendar Year (Jan - Dec), 2018"
Uttarakhand,2018-19,Rural,Overall,72,2018,"Calendar Year (Jan - Dec), 2018"
Tripura,2018-19,Rural,Overall,93,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018-19,Rural,Overall,64,2018,"Calendar Year (Jan - Dec), 2018"
Sikkim,2018-19,Rural,Overall,25,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018-19,Rural,Overall,77,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018-19,Rural,Overall,61,2018,"Calendar Year (Jan - Dec), 2018"
Nagaland,2018-19,Rural,Overall,162,2018,"Calendar Year (Jan - Dec), 2018"
Mizoram,2018-19,Rural,Overall,52,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018-19,Rural,Overall,20,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2018-19,Rural,Overall,98,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018-19,Rural,Overall,42,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018-19,Rural,Overall,24,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018-19,Rural,Overall,84,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018-19,Rural,Overall,27,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018-19,Rural,Overall,73,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018-19,Rural,Overall,45,2018,"Calendar Year (Jan - Dec), 2018"
Jammu & Kashmir,2018-19,Rural,Overall,39,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018-19,Rural,Overall,48,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018-19,Rural,Overall,95,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018-19,Rural,Overall,33,2018,"Calendar Year (Jan - Dec), 2018"
Goa,2018-19,Rural,Overall,80,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018-19,Rural,Overall,5,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018-19,Rural,Overall,18,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018-19,Rural,Overall,102,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018-19,Rural,Overall,63,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018-19,Rural,Overall,45,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018-19,Urban,Male,109,2018,"Calendar Year (Jan - Dec), 2018"
Goa,2018-19,Urban,Male,69,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018-19,Urban,Male,34,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018-19,Urban,Male,86,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018-19,Urban,Male,65,2018,"Calendar Year (Jan - Dec), 2018"
Jammu & Kashmir,2018-19,Urban,Male,56,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018-19,Urban,Male,87,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018-19,Urban,Male,50,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018-19,Urban,Male,52,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018-19,Urban,Male,77,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018-19,Urban,Male,52,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2018-19,Urban,Male,98,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018-19,Urban,Male,46,2018,"Calendar Year (Jan - Dec), 2018"
Mizoram,2018-19,Urban,Male,74,2018,"Calendar Year (Jan - Dec), 2018"
Nagaland,2018-19,Urban,Male,154,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018-19,Urban,Male,101,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018-19,Urban,Male,61,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018-19,Urban,Male,85,2018,"Calendar Year (Jan - Dec), 2018"
Sikkim,2018-19,Urban,Male,39,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018-19,Urban,Male,60,2018,"Calendar Year (Jan - Dec), 2018"
Tripura,2018-19,Urban,Male,87,2018,"Calendar Year (Jan - Dec), 2018"
Uttarakhand,2018-19,Urban,Male,102,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018-19,Urban,Male,112,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018-19,Urban,Male,53,2018,"Calendar Year (Jan - Dec), 2018"
Andaman and Nicobar Islands,2018-19,Urban,Male,35,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018-19,Urban,Male,77,2018,"Calendar Year (Jan - Dec), 2018"
Dadra & Nagar Haveli,2018-19,Urban,Male,13,2018,"Calendar Year (Jan - Dec), 2018"
Daman & Diu,2018-19,Urban,Male,,2018,"Calendar Year (Jan - Dec), 2018"
Lakshadweep,2018-19,Urban,Male,218,2018,"Calendar Year (Jan - Dec), 2018"
Puducherry,2018-19,Urban,Male,63,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018-19,Rural,Overall,46,2018,"Calendar Year (Jan - Dec), 2018"
Puducherry,2018-19,Rural,Female,100,2018,"Calendar Year (Jan - Dec), 2018"
Lakshadweep,2018-19,Rural,Female,456,2018,"Calendar Year (Jan - Dec), 2018"
Daman & Diu,2018-19,Rural,Female,,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018-19,Urban,Female,102,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018-19,Urban,Female,290,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018-19,Urban,Female,155,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018-19,Urban,Female,123,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018-19,Urban,Female,78,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018-19,Urban,Female,99,2018,"Calendar Year (Jan - Dec), 2018"
Goa,2018-19,Urban,Female,144,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018-19,Urban,Female,25,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018-19,Urban,Female,89,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018-19,Urban,Female,149,2018,"Calendar Year (Jan - Dec), 2018"
Jammu & Kashmir,2018-19,Urban,Female,272,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018-19,Urban,Female,84,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018-19,Urban,Female,61,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018-19,Urban,Female,188,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018-19,Urban,Female,62,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018-19,Urban,Female,106,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2018-19,Urban,Female,77,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018-19,Urban,Female,133,2018,"Calendar Year (Jan - Dec), 2018"
Mizoram,2018-19,Urban,Female,127,2018,"Calendar Year (Jan - Dec), 2018"
Nagaland,2018-19,Urban,Female,429,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018-19,Urban,Female,219,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018-19,Urban,Female,113,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018-19,Urban,Female,142,2018,"Calendar Year (Jan - Dec), 2018"
Sikkim,2018-19,Urban,Female,75,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018-19,Urban,Female,84,2018,"Calendar Year (Jan - Dec), 2018"
Tripura,2018-19,Urban,Female,301,2018,"Calendar Year (Jan - Dec), 2018"
Uttarakhand,2018-19,Urban,Female,300,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018-19,Urban,Female,61,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018-19,Urban,Female,37,2018,"Calendar Year (Jan - Dec), 2018"
Andaman and Nicobar Islands,2018-19,Urban,Female,382,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018-19,Urban,Female,97,2018,"Calendar Year (Jan - Dec), 2018"
Dadra & Nagar Haveli,2018-19,Urban,Female,54,2018,"Calendar Year (Jan - Dec), 2018"
Daman & Diu,2018-19,Urban,Female,,2018,"Calendar Year (Jan - Dec), 2018"
Lakshadweep,2018-19,Urban,Female,487,2018,"Calendar Year (Jan - Dec), 2018"
Puducherry,2018-19,Urban,Female,52,2018,"Calendar Year (Jan - Dec), 2018"
Puducherry,2018-19,Rural,Male,125,2018,"Calendar Year (Jan - Dec), 2018"
Lakshadweep,2018-19,Rural,Male,392,2018,"Calendar Year (Jan - Dec), 2018"
Daman & Diu,2018-19,Rural,Male,,2018,"Calendar Year (Jan - Dec), 2018"
Dadra & Nagar Haveli,2018-19,Rural,Male,18,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018-19,Rural,Male,,2018,"Calendar Year (Jan - Dec), 2018"
Andaman and Nicobar Islands,2018-19,Rural,Male,67,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018-19,Rural,Male,40,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018-19,Rural,Male,48,2018,"Calendar Year (Jan - Dec), 2018"
Uttarakhand,2018-19,Rural,Male,53,2018,"Calendar Year (Jan - Dec), 2018"
