srcStateName,srcYear,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,YearCode,NumberOfHouseholdsRural,Year,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Chandigarh,2010-11,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2010,7140,"Financial Year (Apr - Mar), 2010",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2011-12,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2011,7140,"Financial Year (Apr - Mar), 2011",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2012-13,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2012,7140,"Financial Year (Apr - Mar), 2012",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2013-14,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2013,7140,"Financial Year (Apr - Mar), 2013",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2014-15,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2014,7140,"Financial Year (Apr - Mar), 2014",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2015-16,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2015,7140,"Financial Year (Apr - Mar), 2015",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2016-17,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2016,7140,"Financial Year (Apr - Mar), 2016",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2017-18,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2017,7140,"Financial Year (Apr - Mar), 2017",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,2018-19,India,4,CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,2018,7140,"Financial Year (Apr - Mar), 2018",10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1991-92,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1991,4365568,"Financial Year (Apr - Mar), 1991",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1992-93,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1992,4365568,"Financial Year (Apr - Mar), 1992",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1993-94,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1993,4365568,"Financial Year (Apr - Mar), 1993",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1994-95,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1994,4365568,"Financial Year (Apr - Mar), 1994",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1995-96,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1995,4365568,"Financial Year (Apr - Mar), 1995",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1996-97,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1996,4365568,"Financial Year (Apr - Mar), 1996",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1997-98,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1997,4365568,"Financial Year (Apr - Mar), 1997",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1998-99,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1998,4365568,"Financial Year (Apr - Mar), 1998",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,1999-00,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,1999,4365568,"Financial Year (Apr - Mar), 1999",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2000-01,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2000,4365568,"Financial Year (Apr - Mar), 2000",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2001-02,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2001,4365568,"Financial Year (Apr - Mar), 2001",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2002-03,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2002,4365568,"Financial Year (Apr - Mar), 2002",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2003-04,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2003,4365568,"Financial Year (Apr - Mar), 2003",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2004-05,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2004,4365568,"Financial Year (Apr - Mar), 2004",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2005-06,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2005,4365568,"Financial Year (Apr - Mar), 2005",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2006-07,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2006,4365568,"Financial Year (Apr - Mar), 2006",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2007-08,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2007,4365568,"Financial Year (Apr - Mar), 2007",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2008-09,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2008,4365568,"Financial Year (Apr - Mar), 2008",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2009-10,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2009,4365568,"Financial Year (Apr - Mar), 2009",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2010-11,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2010,4365568,"Financial Year (Apr - Mar), 2010",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2011-12,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2011,4365568,"Financial Year (Apr - Mar), 2011",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2012-13,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2012,4365568,"Financial Year (Apr - Mar), 2012",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2013-14,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2013,4365568,"Financial Year (Apr - Mar), 2013",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2014-15,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2014,4365568,"Financial Year (Apr - Mar), 2014",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2015-16,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2015,4365568,"Financial Year (Apr - Mar), 2015",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2016-17,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2016,4365568,"Financial Year (Apr - Mar), 2016",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2017-18,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2017,4365568,"Financial Year (Apr - Mar), 2017",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chhattisgarh,2018-19,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,9797426,12712303,2901768,9810535,5650724,1285156,2018,4365568,"Financial Year (Apr - Mar), 2018",324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dadra & Nagar Haveli,1991-92,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1991,48838,"Financial Year (Apr - Mar), 1991",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1992-93,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1992,48838,"Financial Year (Apr - Mar), 1992",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1993-94,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1993,48838,"Financial Year (Apr - Mar), 1993",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1994-95,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1994,48838,"Financial Year (Apr - Mar), 1994",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1995-96,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1995,48838,"Financial Year (Apr - Mar), 1995",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1996-97,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1996,48838,"Financial Year (Apr - Mar), 1996",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1997-98,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1997,48838,"Financial Year (Apr - Mar), 1997",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1998-99,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1998,48838,"Financial Year (Apr - Mar), 1998",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,1999-00,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,1999,48838,"Financial Year (Apr - Mar), 1999",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,2000-01,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,2000,48838,"Financial Year (Apr - Mar), 2000",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,2001-02,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,2001,48838,"Financial Year (Apr - Mar), 2001",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
Dadra & Nagar Haveli,2002-03,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,130700,242895,130085,112810,137414,88576,2002,48838,"Financial Year (Apr - Mar), 2002",9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,0.50000000000000000000,1,0.5,1,0.5,1,0.5
