srcStateName,srcYear,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,YearCode,NumberOfHouseholdsRural,Year,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Jammu and Kashmir,1999-00,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,1999,31052,"Financial Year (Apr - Mar), 1999",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1999-00,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1999,1522101,"Financial Year (Apr - Mar), 1999",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2000-01,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2000,1522101,"Financial Year (Apr - Mar), 2000",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2000-01,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2000,31052,"Financial Year (Apr - Mar), 2000",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2001-02,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2001,31052,"Financial Year (Apr - Mar), 2001",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2001-02,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2001,1522101,"Financial Year (Apr - Mar), 2001",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2002-03,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2002,31052,"Financial Year (Apr - Mar), 2002",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2002-03,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2002,1522101,"Financial Year (Apr - Mar), 2002",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2003-04,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2003,31052,"Financial Year (Apr - Mar), 2003",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2003-04,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2003,1522101,"Financial Year (Apr - Mar), 2003",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2004-05,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2004,1522101,"Financial Year (Apr - Mar), 2004",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2004-05,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2004,31052,"Financial Year (Apr - Mar), 2004",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2005-06,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2005,31052,"Financial Year (Apr - Mar), 2005",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2005-06,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2005,1522101,"Financial Year (Apr - Mar), 2005",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2006-07,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2006,31052,"Financial Year (Apr - Mar), 2006",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2006-07,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2006,1522101,"Financial Year (Apr - Mar), 2006",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2007-08,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2007,31052,"Financial Year (Apr - Mar), 2007",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2007-08,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2007,1522101,"Financial Year (Apr - Mar), 2007",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2008-09,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2008,1522101,"Financial Year (Apr - Mar), 2008",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2008-09,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2008,31052,"Financial Year (Apr - Mar), 2008",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2009-10,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2009,1522101,"Financial Year (Apr - Mar), 2009",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2009-10,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2009,31052,"Financial Year (Apr - Mar), 2009",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2010-11,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2010,1522101,"Financial Year (Apr - Mar), 2010",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2010-11,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2010,31052,"Financial Year (Apr - Mar), 2010",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2011-12,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2011,1522101,"Financial Year (Apr - Mar), 2011",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2011-12,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2011,31052,"Financial Year (Apr - Mar), 2011",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2012-13,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2012,31052,"Financial Year (Apr - Mar), 2012",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2012-13,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2012,1522101,"Financial Year (Apr - Mar), 2012",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,2013-14,India,37,LADAKH,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,2013,31052,"Financial Year (Apr - Mar), 2013",2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2013-14,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,2013,1522101,"Financial Year (Apr - Mar), 2013",121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
