srcStateName,srcYear,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,YearCode,LandArea,Year,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Arunachal Pradesh,2011,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2011,1331039.125,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2012,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2012,1331039.125,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2013,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2013,1331039.125,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2014,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2014,1331039.125,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2015,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2015,1331039.125,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2016,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2016,1331039.125,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2017,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2017,1331039.125,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2018,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2018,1331039.125,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2019,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2019,1331039.125,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2020,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2020,1331039.125,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2021,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,520347,270577,70367,200210,,1.33104e+06,2021,1331039.125,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2011,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2011,101253.09375,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2012,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2012,101253.09375,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2013,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2013,101253.09375,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2014,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2014,101253.09375,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2015,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2015,101253.09375,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2016,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2016,101253.09375,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2017,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2017,101253.09375,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2018,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2018,101253.09375,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2019,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2019,101253.09375,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2020,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2020,101253.09375,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,2021,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,682064,396002,118511,277491,,101253,2021,101253.09375,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2011,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2011,193766.21875,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2012,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2012,193766.21875,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2013,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2013,193766.21875,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2014,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2014,193766.21875,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2015,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2015,193766.21875,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2016,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2016,193766.21875,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2017,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2017,193766.21875,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2018,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2018,193766.21875,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2019,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2019,193766.21875,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2020,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2020,193766.21875,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manipur,2021,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,1026884,1417208,422452,994756,557859,172339,385520,18024,175742,2021,193766.21875,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2011,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2011,86600,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2012,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2012,86600,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2013,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2013,86600,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2014,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2014,86600,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2015,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2015,86600,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2016,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2016,86600,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2017,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2017,86600,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2018,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2018,86600,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2019,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2019,86600,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2020,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2020,86600,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,2021,India,15,MIZORAM,1097206,571771,525435,555339,286204,269135,541867,285567,256300,222853,117041,105812,86600,,2021,86600,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2011,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2011,1039494.6875,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2012,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2012,1039494.6875,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2013,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2013,1039494.6875,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2014,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2014,1039494.6875,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2015,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2015,1039494.6875,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2016,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2016,1039494.6875,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2017,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2017,1039494.6875,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2018,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2018,1039494.6875,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2019,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2019,1039494.6875,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2020,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2020,1039494.6875,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tripura,2021,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,1387173,1799541,474250,1325291,855556,238974,616582,39184,1.00031e+06,2021,1039494.6875,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2011,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2011,28289,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2012,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2012,28289,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2013,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2013,28289,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2014,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2014,28289,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2015,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2015,28289,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2016,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2016,28289,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2017,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2017,28289,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2018,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2018,28289,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2019,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2019,28289,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2020,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2020,28289,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meghalaya,2021,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,1194260,1475057,297878,1177179,548059,117486,430573,28289,,2021,28289,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Assam,2011,India,18,ASSAM,31205576,4398542,26807034,15939443,2260454,13678989,15266133,2138088,13128045,6406471,985594,5420877,125988,5.0829e+06,2011,5208890.5,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
