ROWID,Country,State lgd code,State,YearCode,Year,State Development Loans,Power bonds,Compensation and other bonds,Special securities issued to National Small Savings Fund (NSSF),Ways and Means Advances (WMA) ,Loans from Life Insurance Corporation of India,Loans from General Insurance Corporation of India,Loans from National Bank for Agriculture and Rural Development (NABARD),Loans from State Bank of India (SBI) and other banks as on end-March,Loans from National Co-operative Development Corporation (NCDC ) as on end-March,Loans from other institutions,Loans from banks and Financial Institutions,Total internal debt,Loans and Advances from Centre,Provident Funds,Reserve Funds,Deposits and Advances,Contingency funds,Total outstanding liabilities
1,India,1,Jammu And Kashmir,2011,"Financial Year (Apr - Mar), 2011",11050.90307800577643375726,777.61267011989664231165,,3424.43013596195993048187,,1268.63350081195716362039,10.75942059285391580557,1648.863535536726860,0.00000000000000000000,0.00000000000000000000,114.44110994217346811379,3046.87228606726797585005,18298.84004101009608096396,1716.61664913260202170685,6503.58068380778965374863,1557.18159852940308749704,3366.72051641847074570654,0.00000000000000000000,31443.91761804316649105989
2,India,1,Jammu And Kashmir,2012,"Financial Year (Apr - Mar), 2012",13650.77034489720445295772,622.09013609591731384932,0.00000000000000000000,3355.96109582561682990097,0.00000000000000000000,1387.96525647815513891853,8.80316230324411293183,1863.508492825531540,0.00000000000000000000,0.00000000000000000000,137.91620941749110259867,3402.91129477625209887073,21032.71100073979559701561,1588.48173116315993347688,8528.30801355393562806953,1402.63719365022866047158,3340.31102950873840691105,0.97812914480490143687,35893.42709776066312738152
3,India,1,Jammu And Kashmir,2013,"Financial Year (Apr - Mar), 2013",15170.78303592402128585370,466.56760207193798538699,0.00000000000000000000,3441.05833142364325490866,0.00000000000000000000,1518.05643273720703002224,6.84690401363431005809,2087.910039082009160,0.00000000000000000000,0.00000000000000000000,142.80685514151560978302,3761.88469091965092620202,22840.29366033925345235137,1520.01269102681683289598,10180.36813912941415494296,1569.89727741186680617635,3525.17743787686477847948,0.97812914480490143687,39637.70546407382582771988
4,India,1,Jammu And Kashmir,2014,"Financial Year (Apr - Mar), 2014",16828.71193636832922134835,389.29539963235077187426,0.00000000000000000000,3591.69021972359807618664,0.00000000000000000000,1647.16947985145401968908,5.86877486882940862122,2039.127094243644460,0.00000000000000000000,0.00000000000000000000,133.02556369346659541432,3830.35373105599402678292,24640.05128678027209619217,1427.09042227035119639333,12126.84513729116801431426,1963.10519362343718379809,3681.67810104564900837868,0.00000000000000000000,43838.77014101087749907653
5,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",17920.30406197059922489527,155.52253402397932846233,0.00000000000000000000,3993.70129823841256674021,221.05718672590772473262,1749.87304005596867056043,3.91251657921960574748,2015.711280721229404,0.00000000000000000000,0.00000000000000000000,112.48485165256366524005,3887.08522145467831012138,26177.67030241357715495181,1328.29937864505615126946,14310.02938849570802140810,1291.13047114246989666840,4062.17033837475566732111,0.97812914480490143687,47170.27800821637179305575
6,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",19705.38975123954434718302,2093.19636988248907490180,,4449.50947971749663632163,0.00000000000000000000,1637.38818840340500532038,2.93438743441470431061,1872.289422896437186,0.00000000000000000000,0.00000000000000000000,96.83478533568524225013,3614.18719005411080923465,29862.28279089364086764110,1234.39898074378561332994,17133.88822954745846965179,1510.23139957876781852728,4159.00512371044090957124,0.97812914480490143687,53900.78465361889858015822
7,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",21563.83512636885707723602,3460.62091431974128364606,,4141.39879910395268370758,870.53493887636227881430,1514.14391615798742427476,1.95625828960980287374,1768.869579839104022,0.00000000000000000000,0.00000000000000000000,269.96364396615279657612,3558.43382880023142733306,33593.84547832433984930015,1146.36735771134448401164,18939.51463085730652211381,1833.99214650919019413125,5099.96536101275609184018,0.97812914480490143687,60613.68497441493714139703
8,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",25450.92034782353538735740,3460.62091431974128364606,,3751.12527032679701039645,294.41687258627533249787,1385.03086904374043460792,0.97812914480490143687,1799.115005638890136,,,454.83005233427916814455,3644.50919354306275377762,36600.61446945460686623853,1064.20450954773276331456,20461.48358017373315788353,2127.43088995066062519225,6148.51980424361043216482,0.97812914480490143687,66402.25325337034384479369
9,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",30270.16264427728476681589,3460.62091431974128364606,0.00000000000000000000,3425.40826510676483191874,520.36470503620756441484,1242.22401390222482482490,0.97812914480490143687,1939.609886773380472,0.00000000000000000000,0.00000000000000000000,434.28934029337623797028,3622.01222321255002072961,41297.59062280774356608827,953.67591618477890094825,25668.06501797022350634254,2442.38847457783888786439,6690.40335046552582819080,0.97812914480490143687,77054.07964029572049230799
10,India,1,Jammu And Kashmir,2020,"Financial Year (Apr - Mar), 2020",36882.31566315841848005709,3460.62091431974128364606,0.00000000000000000000,3425.40826510676483191874,223.99157416032242904323,1111.15470849836803228432,0.97812914480490143687,2010.832986237392934,0.00000000000000000000,0.00000000000000000000,70.42529842595290345464,3197.50417436722279712803,47189.84059111246982179315,843.14732282182503858194,28870.45983806147081065492,2482.49176951483984677606,6690.40335046552582819080,0.97812914480490143687,86077.32100112093624743374
11,India,1,Jammu And Kashmir,2021,"Financial Year (Apr - Mar), 2021",40607.03144657548315165805,3460.62091431974128364606,0.00000000000000000000,3425.40826510676483191874,219.10092843629792185888,971.28224079126712681191,0.97812914480490143687,2469.392667718021114,0.00000000000000000000,0.00000000000000000000,-271.91990225576259944986,3176.96346232631986695376,50889.12501676460705603549,732.61872945887117621563,31173.95397407701369448377,2537.26700162391432724078,6690.40335046552582819080,0.97812914480490143687,92024.34620153473698360334
12,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",9224,35,,4936,,330,1,1132,0,31,2010,3504,17699,961,6102,77,1580,5,26424
13,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",10147,28,0,5063,0,282,1,1278,0,23,1747,3330,18568,942,6738,221,1758,5,28232
14,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",10809,21,0,5349,0,233,1,1480,0,27,828,2569,18747,1004,7850,226,1602,5,29432
15,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",13565,18,0,5772,456,185,1,1599,0,51,456,2292,22103,998,8736,227,1809,5,33878
16,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",15196,7,0,6676,534,137,1,1735,0,63,310,2245,24658,1056,9921,228,2313,5,38182
17,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",16860,,,7651,0,98,1,1931,0,81,238,2350,26861,1044,10640,219,2428,5,41197
165,India,16,Tripura,2021,"Financial Year (Apr - Mar), 2021",10961,0,0,953,-177,-8,1,1048,0,-1,-80,959,12697,157,4778,562,919,10,19123
18,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",19023,2890,,7150,0,75,0,2101,0,96,158,2430,31494,1072,11844,220,2610,5,47244
19,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",21574,2891,,6635,,51,0,2251,,75,114,2492,33591,1075,13236,325,2798,5,51030
20,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",23682,2891,0,6097,0,35,0,2486,0,86,87,2694,35363,1061,14350,318,3207,5,54303
21,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",28142,2891,0,5528,-24,25,0,2756,0,92,61,2934,39470,1044,15495,318,3207,5,59538
22,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",32685,2891,0,4959,-24,22,0,3006,0,75,41,3143,43653,1021,16795,318,3207,5,64998
23,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",26764,319,,23126,368,2,0,1888,2028,0,425,4343,54920,3297,11357,2301,2882,25,74782
24,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",34292,255,0,22202,107,1,0,2095,1343,0,373,3813,60669,3226,12997,2616,3324,25,82858
25,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",43063,191,0,21695,158,1,0,1925,606,0,338,2870,67977,3210,14563,3248,3259,25,92282
26,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",50318,159,0,21385,593,0,0,2018,606,0,296,2920,75375,3333,16527,3588,3450,25,102298
27,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",58003,64,0,22310,0,0,0,1976,606,0,250,2831,83208,3612,18262,4237,3049,25,112393
28,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",67202,9860,,23889,0,0,0,2142,606,0,199,2946,103897,3563,19371,4112,3163,25,134130
29,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",79346,15628,,22116,268,0,0,2496,29920,0,143,32559,149916,3890,20604,4870,3279,25,182584
30,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",92694,15628,,20337,703,0,,2223,29110,10,79,31423,160785,4015,21730,5520,3099,25,195174
31,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",109748,15628,0,18535,-2,0,0,1985,28235,23,19,30262,174172,4957,22994,6403,3390,25,211940
32,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",128218,15628,0,16694,-2,0,0,1799,27290,42,-29,29103,189641,4730,24084,8188,3190,25,229857
33,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",147588,15628,0,14852,-2,0,0,1828,26265,42,-29,28106,206173,5268,25224,9270,3228,25,249187
34,India,5,Uttarakhand,2011,"Financial Year (Apr - Mar), 2011",7235,286,,5023,354,2,5,1044,36,19,287,1393,14292,436,3823,1075,1620,46,21292
35,India,5,Uttarakhand,2012,"Financial Year (Apr - Mar), 2012",8394,229,2,6898,31,1,5,1159,36,8,314,1524,17078,432,4449,1131,1653,103,24846
36,India,5,Uttarakhand,2013,"Financial Year (Apr - Mar), 2013",9194,172,2,7404,0,1,5,1514,36,9,173,1738,18510,435,4720,1228,1871,103,26868
37,India,5,Uttarakhand,2014,"Financial Year (Apr - Mar), 2014",10930,143,0,7949,0,1,5,1860,36,12,116,2030,21052,443,5043,1224,2223,320,30305
38,India,5,Uttarakhand,2015,"Financial Year (Apr - Mar), 2015",13024,57,42,9094,0,1,5,2319,36,22,58,2441,24658,475,5463,360,2623,458,34037
39,India,5,Uttarakhand,2016,"Financial Year (Apr - Mar), 2016",15754,,42,10388,0,1,5,2920,36,17,1,2980,29163,541,5941,1622,2761,263,40291
40,India,5,Uttarakhand,2017,"Financial Year (Apr - Mar), 2017",20832,,,9710,0,1,5,3444,36,22,1,3509,34052,653,6390,357,2626,431,44508
41,India,5,Uttarakhand,2018,"Financial Year (Apr - Mar), 2018",26662,,,9838,,1,5,3724,36,17,1,3785,40286,727,7010,1651,3344,54,53071
42,India,5,Uttarakhand,2019,"Financial Year (Apr - Mar), 2019",31952,0,2,9427,0,1,5,3899,36,120,1,4063,45444,784,7900,1762,3333,164,59387
43,India,5,Uttarakhand,2020,"Financial Year (Apr - Mar), 2020",36452,0,0,9027,0,1,5,3999,36,116,1,4158,49637,903,8301,1762,5759,-113,66249
44,India,5,Uttarakhand,2021,"Financial Year (Apr - Mar), 2021",43252,0,2,8506,0,1,5,3999,36,195,0,4237,55997,992,8762,1702,5745,-363,72835
45,India,6,Haryana,2011,"Financial Year (Apr - Mar), 2011",15087,1011,,11925,,10,8,1156,0,99,1494,2766,30789,2237,8219,1786,3064,200,46296
46,India,6,Haryana,2012,"Financial Year (Apr - Mar), 2012",21082,809,0,11595,0,7,6,1239,2970,96,1537,5855,39340,2172,8938,2152,3891,200,56693
47,India,6,Haryana,2013,"Financial Year (Apr - Mar), 2013",29656,607,0,11504,0,4,4,1337,4010,88,1469,6912,48678,2098,9396,2713,4488,200,67572
48,India,6,Haryana,2014,"Financial Year (Apr - Mar), 2014",40278,506,0,11532,0,2,2,1498,2673,157,1594,5927,58242,2312,10117,3164,5574,200,79609
49,India,6,Haryana,2015,"Financial Year (Apr - Mar), 2015",52651,202,0,12239,0,1,0,1671,451,167,1412,3703,68795,2295,11158,4174,6046,200,92667
50,India,6,Haryana,2016,"Financial Year (Apr - Mar), 2016",65819,17300,,13251,0,1,4,1844,28,240,1171,3288,99658,2212,12206,3163,6415,200,123854
51,India,6,Haryana,2017,"Financial Year (Apr - Mar), 2017",81178,25950,,12304,0,0,3,1947,28,226,979,3183,122615,2156,13321,4707,6413,200,149412
52,India,6,Haryana,2018,"Financial Year (Apr - Mar), 2018",97017,25950,,11350,,0,2,2120,28,509,833,3493,137810,2111,14548,5527,7066,200,167262
53,India,6,Haryana,2019,"Financial Year (Apr - Mar), 2019",114987,25950,0,10370,0,0,1,2530,289,183,655,3659,154966,2036,15715,6316,8404,200,187636
54,India,6,Haryana,2020,"Financial Year (Apr - Mar), 2020",135664,25950,0,9365,0,0,1,3040,289,172,559,4060,175040,1987,16875,7918,7722,200,209741
55,India,6,Haryana,2021,"Financial Year (Apr - Mar), 2021",157539,25950,0,8361,0,0,1,4103,268,144,575,5091,196941,1932,18179,9709,7060,200,234021
56,India,7,Delhi,2011,"Financial Year (Apr - Mar), 2011",,,,30140,,0,0,0,0,0,0,0,30140,0,0,0,0,0,30140
57,India,7,Delhi,2012,"Financial Year (Apr - Mar), 2012",0,0,0,29608,0,0,0,0,0,0,0,0,29608,0,0,0,0,0,29608
58,India,7,Delhi,2013,"Financial Year (Apr - Mar), 2013",0,0,0,29243,0,0,0,0,0,0,0,0,29243,0,0,0,0,0,29243
59,India,7,Delhi,2014,"Financial Year (Apr - Mar), 2014",0,0,0,29205,0,0,0,0,0,0,0,0,29205,3326,0,0,0,0,32532
60,India,7,Delhi,2015,"Financial Year (Apr - Mar), 2015",,0,0,29172,0,0,0,0,0,0,0,0,29172,3326,0,0,0,0,32498
61,India,7,Delhi,2016,"Financial Year (Apr - Mar), 2016",,,,29977,,,,,,,,0,29977,3326,,,,,33304
62,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",,0,0,30018,,,,,,,0,0,30018,3326,0,0,0,,33345
63,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",,,,,,,,,,,0,0,0,3326,0,0,0,0,3326
64,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,3406,0,0,0,0,3406
65,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,0,2820
66,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,3600
67,India,8,Rajasthan,2011,"Financial Year (Apr - Mar), 2011",35448,74,,22656,,58,61,3323,0,155,122,3719,61897,7378,21813,131,8060,200,99479
68,India,8,Rajasthan,2012,"Financial Year (Apr - Mar), 2012",38551,55,0,21516,0,52,57,3947,0,179,97,4332,64454,7107,24581,1114,9156,200,106612
69,India,8,Rajasthan,2013,"Financial Year (Apr - Mar), 2013",44209,55,0,20765,0,47,52,4553,0,217,72,4942,69971,6816,26744,2331,12572,200,118635
70,India,8,Rajasthan,2014,"Financial Year (Apr - Mar), 2014",51384,55,0,20020,0,41,48,5422,0,221,48,5779,77239,6733,29266,2599,12151,200,128187
71,India,8,Rajasthan,2015,"Financial Year (Apr - Mar), 2015",66532,37,0,20124,0,36,43,6482,0,192,28,6782,93474,7018,32247,1285,13565,500,148091
72,India,8,Rajasthan,2016,"Financial Year (Apr - Mar), 2016",75193,37350,7846,20038,0,31,39,7624,0,159,10,7863,148290,8242,35514,1501,15814,500,209861
73,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",89518,59722,7850,18486,0,27,35,8377,0,189,68,8695,184271,11124,38894,1623,19061,500,255472
74,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",110445,55572,7846,16968,,22,30,9077,,152,131,9413,200244,12047,42095,2018,24759,500,281663
75,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",137267,48936,7846,15408,0,19,26,9183,0,152,475,9854,219312,13911,47478,1839,28814,500,311854
76,India,8,Rajasthan,2020,"Financial Year (Apr - Mar), 2020",168859,42300,7576,13824,0,15,26,8976,0,105,641,9763,242322,17377,50032,5864,27577,500,343672
77,India,8,Rajasthan,2021,"Financial Year (Apr - Mar), 2021",203302,48936,7846,12239,0,13,26,9115,0,51,726,9931,282254,18916,53148,7752,28913,500,391482
78,India,9,Uttar Pradesh,2011,"Financial Year (Apr - Mar), 2011",65006,2936,40,55071,,25,20,4129,1681,35,3607,9497,132551,18514,34100,26157,18045,560,229927
79,India,9,Uttar Pradesh,2012,"Financial Year (Apr - Mar), 2012",77838,2349,40,53923,-31,19,17,4911,671,34,2979,8632,142750,17283,36857,23597,23597,290,244375
80,India,9,Uttar Pradesh,2013,"Financial Year (Apr - Mar), 2013",84101,1762,40,56352,0,14,15,5576,-79,26,2367,7920,150173,16250,40341,27983,9002,338,244087
81,India,9,Uttar Pradesh,2014,"Financial Year (Apr - Mar), 2014",89155,1468,42,59119,0,10,13,5970,0,47,1868,7908,157692,15359,42704,35937,14039,513,266245
82,India,9,Uttar Pradesh,2015,"Financial Year (Apr - Mar), 2015",107940,587,42,65449,1732,6,11,6595,0,75,6636,13322,189072,14484,45121,41230,23855,311,314072
83,India,9,Uttar Pradesh,2016,"Financial Year (Apr - Mar), 2016",127970,24332,10582,69971,0,4,9,7192,0,92,35761,43059,275914,13680,45925,35804,13546,468,385337
84,India,9,Uttar Pradesh,2017,"Financial Year (Apr - Mar), 2017",164874,39134,10582,65439,0,2,7,7773,0,97,50620,58500,338529,13272,48238,51015,22003,292,473348
85,India,9,Uttar Pradesh,2018,"Financial Year (Apr - Mar), 2018",202050,39134,10540,60608,,2,6,7877,,80,50853,58817,371150,12834,50768,59280,23416,137,517585
86,India,9,Uttar Pradesh,2019,"Financial Year (Apr - Mar), 2019",235358,39134,10580,55737,0,1,4,11058,0,72,50958,62093,402902,11995,54413,72825,25613,30,567777
87,India,9,Uttar Pradesh,2020,"Financial Year (Apr - Mar), 2020",291184,37106,9486,50615,0,1,4,15259,0,59,47927,63250,451641,11798,55648,70793,17549,30,607459
88,India,9,Uttar Pradesh,2021,"Financial Year (Apr - Mar), 2021",337334,39134,10580,45493,0,0,4,19385,0,47,43625,63062,495602,11852,57406,82838,15164,30,662891
89,India,10,Bihar,2011,"Financial Year (Apr - Mar), 2011",17580,1038,20,18844,,22,1,2009,0,25,8,2065,39547,8295,9563,1207,4617,350,63580
90,India,10,Bihar,2012,"Financial Year (Apr - Mar), 2012",20173,830,20,18792,-9,22,-1,2445,0,44,8,2518,42324,8632,9561,1543,5550,350,67960
91,India,10,Bihar,2013,"Financial Year (Apr - Mar), 2013",25938,623,20,19085,0,22,-1,3024,0,68,8,3121,48786,8672,9346,2750,7749,350,77653
92,India,10,Bihar,2014,"Financial Year (Apr - Mar), 2014",31284,519,26,19717,0,22,-1,4012,0,108,8,4149,55695,8664,9048,3449,11418,350,88623
93,India,10,Bihar,2015,"Financial Year (Apr - Mar), 2015",37951,208,25,22867,0,22,-1,4641,0,94,8,4764,65815,8748,8865,1836,13784,350,99399
94,India,10,Bihar,2016,"Financial Year (Apr - Mar), 2016",48184,1555,25,24892,0,22,-1,5197,0,75,8,5301,79957,8869,8792,1435,17372,350,116775
95,India,10,Bihar,2017,"Financial Year (Apr - Mar), 2017",64989,2332,25,23179,0,22,-1,5885,0,123,8,6037,96562,9627,8891,723,22917,350,139069
96,India,10,Bihar,2018,"Financial Year (Apr - Mar), 2018",73897,2332,,21450,,22,-1,6705,,94,8,6827,104506,10208,8811,26,33080,350,156981
97,India,10,Bihar,2019,"Financial Year (Apr - Mar), 2019",84800,2332,19,19631,0,22,-1,7372,0,177,8,7578,114360,11809,9089,26,33411,350,169045
98,India,10,Bihar,2020,"Financial Year (Apr - Mar), 2020",107401,2332,19,17742,0,22,-1,8234,0,819,8,9081,136576,12980,8989,409,33628,350,192930
99,India,10,Bihar,2021,"Financial Year (Apr - Mar), 2021",127180,2332,19,15854,0,22,-1,9221,0,832,8,10082,155466,14664,9289,409,33228,350,213406
100,India,11,Sikkim,2011,"Financial Year (Apr - Mar), 2011",1235,24,,142,,96,1,139,0,3,19,258,1659,175,510,21,84,1,2450
101,India,11,Sikkim,2012,"Financial Year (Apr - Mar), 2012",1259,19,0,148,0,95,0,154,0,2,18,269,1695,155,579,254,102,1,2787
102,India,11,Sikkim,2013,"Financial Year (Apr - Mar), 2013",1333,14,0,154,0,98,0,207,0,2,22,328,1829,147,624,246,142,1,2990
103,India,11,Sikkim,2014,"Financial Year (Apr - Mar), 2014",1531,12,0,169,0,100,0,226,0,1,22,349,2061,137,686,313,145,0,3343
104,India,11,Sikkim,2015,"Financial Year (Apr - Mar), 2015",1839,5,0,193,0,102,0,231,0,0,19,353,2390,138,710,123,138,1,3500
105,India,11,Sikkim,2016,"Financial Year (Apr - Mar), 2016",2300,,,219,0,103,0,216,0,3,17,339,2858,131,748,441,159,1,4338
106,India,11,Sikkim,2017,"Financial Year (Apr - Mar), 2017",2874,,,211,0,94,0,202,0,3,15,313,3398,124,831,94,240,1,4689
107,India,11,Sikkim,2018,"Financial Year (Apr - Mar), 2018",3619,,,185,,83,0,210,,2,13,308,4112,117,912,506,263,1,5911
108,India,11,Sikkim,2019,"Financial Year (Apr - Mar), 2019",4414,0,0,170,0,73,0,216,0,1,12,303,4887,112,1006,566,279,1,6850
109,India,11,Sikkim,2020,"Financial Year (Apr - Mar), 2020",4895,0,0,154,0,63,0,221,0,0,10,294,5342,110,1155,813,279,1,7700
110,India,11,Sikkim,2021,"Financial Year (Apr - Mar), 2021",5827,0,0,138,0,53,0,251,0,0,8,311,6276,108,1308,775,279,1,8746
111,India,12,Arunachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",663,12,,650,56,1,0,306,0,-4,92,395,1777,384,871,93,381,0,3506
112,India,12,Arunachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",665,10,0,653,56,1,0,360,0,35,54,450,1833,342,999,112,663,0,3949
113,India,12,Arunachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",800,7,0,670,56,1,0,355,0,34,48,437,1970,312,1125,132,733,0,4272
114,India,12,Arunachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",1003,6,,694,56,0,0,354,0,33,39,427,2184,284,1268,195,777,0,4708
115,India,12,Arunachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",1263,2,0,745,329,0,0,373,0,29,34,436,2776,257,1468,215,1448,0,6165
116,India,12,Arunachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",1325,,,844,-400,0,0,317,0,25,28,370,2138,231,1604,415,1330,0,5717
117,India,12,Arunachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",1612,,,931,-400,0,11,308,0,112,20,451,2594,205,1761,586,524,0,5670
118,India,12,Arunachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",2315,,,1023,56,,11,422,,113,13,560,3953,179,2002,724,110,0,6969
119,India,12,Arunachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",3008,0,0,1074,0,1,0,617,0,118,18,754,4835,150,2228,1031,186,0,8431
120,India,12,Arunachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",4295,0,0,1212,0,1,0,791,0,120,13,924,6430,124,2404,2740,118,0,11816
121,India,12,Arunachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",5269,0,0,1348,0,0,0,948,0,120,9,1077,7694,98,2589,2045,65,0,12491
122,India,13,Nagaland,2011,"Financial Year (Apr - Mar), 2011",3056,39,,133,,66,26,197,0,9,507,804,4033,343,574,92,858,0,5899
123,India,13,Nagaland,2012,"Financial Year (Apr - Mar), 2012",3389,32,0,136,169,56,25,228,0,16,521,845,4571,280,610,121,1167,0,6750
124,India,13,Nagaland,2013,"Financial Year (Apr - Mar), 2013",3866,24,0,133,126,44,24,232,0,19,510,830,4979,256,683,145,1377,0,7440
125,India,13,Nagaland,2014,"Financial Year (Apr - Mar), 2014",4285,20,0,133,315,36,23,247,0,19,469,794,5548,234,795,157,1617,0,8352
126,India,13,Nagaland,2015,"Financial Year (Apr - Mar), 2015",4745,8,0,145,0,28,23,234,0,14,472,771,5669,218,850,198,1010,0,7946
127,India,13,Nagaland,2016,"Financial Year (Apr - Mar), 2016",5351,,,171,290,21,22,208,0,9,460,719,6531,197,862,399,934,0,8923
128,India,13,Nagaland,2017,"Financial Year (Apr - Mar), 2017",6084,,,158,0,16,21,176,0,4,486,702,6944,176,891,624,927,0,9562
129,India,13,Nagaland,2018,"Financial Year (Apr - Mar), 2018",6850,,,133,,12,21,147,,10,468,658,7640,154,953,849,803,0,10399
130,India,13,Nagaland,2019,"Financial Year (Apr - Mar), 2019",7205,0,0,120,0,9,20,126,0,31,459,644,7969,136,1569,1074,891,0,11640
131,India,13,Nagaland,2020,"Financial Year (Apr - Mar), 2020",7627,0,0,107,0,6,20,113,0,44,430,613,8348,132,1837,1074,420,0,11811
132,India,13,Nagaland,2021,"Financial Year (Apr - Mar), 2021",8836,0,0,94,0,3,20,94,0,53,373,542,9472,138,1937,1074,420,0,13041
133,India,14,Manipur,2011,"Financial Year (Apr - Mar), 2011",2025,79,,872,,6,0,48,0,6,87,147,3123,642,842,75,1534,0,6215
134,India,14,Manipur,2012,"Financial Year (Apr - Mar), 2012",2118,63,0,859,90,6,0,95,0,6,84,191,3321,576,1075,114,1417,0,6503
135,India,14,Manipur,2013,"Financial Year (Apr - Mar), 2013",2315,47,0,843,98,6,0,136,0,6,82,230,3533,529,1213,162,1383,0,6820
136,India,14,Manipur,2014,"Financial Year (Apr - Mar), 2014",2619,39,0,821,0,6,0,148,0,6,70,231,3711,485,1315,210,1368,0,7089
137,India,14,Manipur,2015,"Financial Year (Apr - Mar), 2015",2974,16,0,806,0,6,0,137,0,6,29,178,3974,440,1403,275,1300,0,7391
138,India,14,Manipur,2016,"Financial Year (Apr - Mar), 2016",3301,,,814,185,6,0,165,0,6,10,187,4487,396,1464,386,1414,0,8147
139,India,14,Manipur,2017,"Financial Year (Apr - Mar), 2017",3779,,,761,102,6,0,259,0,6,8,279,4921,368,1513,513,1515,0,8831
140,India,14,Manipur,2018,"Financial Year (Apr - Mar), 2018",4057,,,685,486,6,,300,0,6,15,326,5554,333,1510,679,1489,0,9565
141,India,14,Manipur,2019,"Financial Year (Apr - Mar), 2019",4724,0,0,631,618,6,0,427,0,6,13,452,6426,290,1494,819,1434,0,10463
142,India,14,Manipur,2020,"Financial Year (Apr - Mar), 2020",5978,0,0,579,618,6,0,498,0,6,-9,501,7677,242,1694,819,1344,0,11776
143,India,14,Manipur,2021,"Financial Year (Apr - Mar), 2021",6607,0,0,532,618,6,0,566,0,6,-26,552,8309,197,1837,819,1254,0,12416
144,India,15,Mizoram,2011,"Financial Year (Apr - Mar), 2011",1312,23,,167,27,211,0,94,0,3,33,341,1870,364,1542,97,790,0,4664
145,India,15,Mizoram,2012,"Financial Year (Apr - Mar), 2012",1539,18,0,174,46,96,0,141,0,4,15,255,2033,348,1658,119,757,0,4916
146,India,15,Mizoram,2013,"Financial Year (Apr - Mar), 2013",1607,14,0,192,116,72,0,167,0,4,38,281,2210,330,1855,142,988,0,5524
147,India,15,Mizoram,2014,"Financial Year (Apr - Mar), 2014",1836,11,0,199,-18,68,0,195,0,5,99,367,2397,312,2164,171,1171,0,6216
148,India,15,Mizoram,2015,"Financial Year (Apr - Mar), 2015",2012,5,0,223,-18,65,0,193,0,13,110,381,2603,312,2475,13,1605,0,7008
149,India,15,Mizoram,2016,"Financial Year (Apr - Mar), 2016",2072,,,234,-18,-5,0,221,0,19,108,344,2633,295,2859,219,1071,0,7076
