srcYear,srcStateName,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,YearCode,Year,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2008,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2008,"Financial Year (Apr - Mar), 2008",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2009,"Financial Year (Apr - Mar), 2009",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2010,"Financial Year (Apr - Mar), 2010",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2011,"Financial Year (Apr - Mar), 2011",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2012,"Financial Year (Apr - Mar), 2012",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2013,"Financial Year (Apr - Mar), 2013",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2014,"Financial Year (Apr - Mar), 2014",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2015,"Financial Year (Apr - Mar), 2015",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2016,"Financial Year (Apr - Mar), 2016",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2017,"Financial Year (Apr - Mar), 2017",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2018,"Financial Year (Apr - Mar), 2018",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2019,"Financial Year (Apr - Mar), 2019",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2020,"Financial Year (Apr - Mar), 2020",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,2021,"Financial Year (Apr - Mar), 2021",44267586,18913565,2050625,16862940,232472,9.0666e+06,9299069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2005,"Financial Year (Apr - Mar), 2005",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2006,"Financial Year (Apr - Mar), 2006",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2007,"Financial Year (Apr - Mar), 2007",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2008,"Financial Year (Apr - Mar), 2008",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2009,"Financial Year (Apr - Mar), 2009",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2010,"Financial Year (Apr - Mar), 2010",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2011,"Financial Year (Apr - Mar), 2011",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2012,"Financial Year (Apr - Mar), 2012",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2013,"Financial Year (Apr - Mar), 2013",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2014,"Financial Year (Apr - Mar), 2014",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2015,"Financial Year (Apr - Mar), 2015",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2016,"Financial Year (Apr - Mar), 2016",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2017,"Financial Year (Apr - Mar), 2017",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2018,"Financial Year (Apr - Mar), 2018",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2019,"Financial Year (Apr - Mar), 2019",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2020,"Financial Year (Apr - Mar), 2020",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,2021,"Financial Year (Apr - Mar), 2021",214202,129006,35718,93288,3824.1,649873,653697.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2004,"Financial Year (Apr - Mar), 2004",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2005,"Financial Year (Apr - Mar), 2005",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2006,"Financial Year (Apr - Mar), 2006",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2007,"Financial Year (Apr - Mar), 2007",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2008,"Financial Year (Apr - Mar), 2008",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2009,"Financial Year (Apr - Mar), 2009",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2010,"Financial Year (Apr - Mar), 2010",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2011,"Financial Year (Apr - Mar), 2011",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2012,"Financial Year (Apr - Mar), 2012",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2013,"Financial Year (Apr - Mar), 2013",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2014,"Financial Year (Apr - Mar), 2014",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2015,"Financial Year (Apr - Mar), 2015",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2016,"Financial Year (Apr - Mar), 2016",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2017,"Financial Year (Apr - Mar), 2017",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2018,"Financial Year (Apr - Mar), 2018",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2019,"Financial Year (Apr - Mar), 2019",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2020,"Financial Year (Apr - Mar), 2020",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,546011,669815,149468,2021,"Financial Year (Apr - Mar), 2021",520347,270577,70367,200210,,1.33104e+06,1331039.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2004,"Financial Year (Apr - Mar), 2004",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2005,"Financial Year (Apr - Mar), 2005",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2006,"Financial Year (Apr - Mar), 2006",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2007,"Financial Year (Apr - Mar), 2007",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2008,"Financial Year (Apr - Mar), 2008",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2009,"Financial Year (Apr - Mar), 2009",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2010,"Financial Year (Apr - Mar), 2010",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2011,"Financial Year (Apr - Mar), 2011",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2012,"Financial Year (Apr - Mar), 2012",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2013,"Financial Year (Apr - Mar), 2013",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2014,"Financial Year (Apr - Mar), 2014",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2015,"Financial Year (Apr - Mar), 2015",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2016,"Financial Year (Apr - Mar), 2016",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2017,"Financial Year (Apr - Mar), 2017",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2018,"Financial Year (Apr - Mar), 2018",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2019,"Financial Year (Apr - Mar), 2019",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2020,"Financial Year (Apr - Mar), 2020",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,725472,953853,271789,2021,"Financial Year (Apr - Mar), 2021",682064,396002,118511,277491,,101253,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
