srcYear,srcStateName,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,YearCode,Year,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2016,Jammu and Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,2016,"Financial Year (Apr - Mar), 2016",4236857,2079191,557090,1522101,121337,2.21397e+06,2335311,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.978903123789854,1,0.975480389167245,1,0.975657636410673,1
2017,Jammu and Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,2017,"Financial Year (Apr - Mar), 2017",4236857,2079191,557090,1522101,121337,2.21397e+06,2335311,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.978903123789854,1,0.975480389167245,1,0.975657636410673,1
2018,Jammu and Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,2018,"Financial Year (Apr - Mar), 2018",4236857,2079191,557090,1522101,121337,2.21397e+06,2335311,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.978903123789854,1,0.975480389167245,1,0.975657636410673,1
2019,Jammu and Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,2019,"Financial Year (Apr - Mar), 2019",4236857,2079191,557090,1522101,121337,2.21397e+06,2335311,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.978903123789854,1,0.975480389167245,1,0.975657636410673,1
2020,Jammu and Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,2020,"Financial Year (Apr - Mar), 2020",4236857,2079191,557090,1522101,121337,2.21397e+06,2335311,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.978903123789854,1,0.975480389167245,1,0.975657636410673,1
2021,Jammu and Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,4657613,5782547,1545690,2021,"Financial Year (Apr - Mar), 2021",4236857,2079191,557090,1522101,121337,2.21397e+06,2335311,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.978903123789854,1,0.975480389167245,1,0.975657636410673,1
2004,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2004,"Financial Year (Apr - Mar), 2004",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2005,"Financial Year (Apr - Mar), 2005",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2006,"Financial Year (Apr - Mar), 2006",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2007,"Financial Year (Apr - Mar), 2007",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2008,"Financial Year (Apr - Mar), 2008",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2009,"Financial Year (Apr - Mar), 2009",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2010,"Financial Year (Apr - Mar), 2010",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2011,"Financial Year (Apr - Mar), 2011",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2012,"Financial Year (Apr - Mar), 2012",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2013,"Financial Year (Apr - Mar), 2013",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2014,"Financial Year (Apr - Mar), 2014",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2015,"Financial Year (Apr - Mar), 2015",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2016,"Financial Year (Apr - Mar), 2016",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2017,"Financial Year (Apr - Mar), 2017",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2018,"Financial Year (Apr - Mar), 2018",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2019,"Financial Year (Apr - Mar), 2019",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2020,"Financial Year (Apr - Mar), 2020",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,3110345,3382729,317024,2021,"Financial Year (Apr - Mar), 2021",3065705,1483280,170770,1312510,27130,4.55071e+06,4577837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,Punjab,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,9093476,13103873,4853157,2004,"Financial Year (Apr - Mar), 2004",8250716,5513071,2154958,3358113,251460,4.78988e+06,5041344.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
