srcStateName,srcYear,GENDER,YearCode,Country,Year,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Jharkhand,2011,Female,2011,India,"Calendar Year (Jan - Dec), 2011",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2011,Male,2011,India,"Calendar Year (Jan - Dec), 2011",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2011,Total,2011,India,"Calendar Year (Jan - Dec), 2011",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2012,Female,2012,India,"Calendar Year (Jan - Dec), 2012",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2012,Male,2012,India,"Calendar Year (Jan - Dec), 2012",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2012,Total,2012,India,"Calendar Year (Jan - Dec), 2012",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2013,Female,2013,India,"Calendar Year (Jan - Dec), 2013",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2013,Male,2013,India,"Calendar Year (Jan - Dec), 2013",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2013,Total,2013,India,"Calendar Year (Jan - Dec), 2013",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2014,Female,2014,India,"Calendar Year (Jan - Dec), 2014",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2014,Male,2014,India,"Calendar Year (Jan - Dec), 2014",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2014,Total,2014,India,"Calendar Year (Jan - Dec), 2014",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2015,Female,2015,India,"Calendar Year (Jan - Dec), 2015",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2015,Male,2015,India,"Calendar Year (Jan - Dec), 2015",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2015,Total,2015,India,"Calendar Year (Jan - Dec), 2015",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2016,Female,2016,India,"Calendar Year (Jan - Dec), 2016",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2016,Male,2016,India,"Calendar Year (Jan - Dec), 2016",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2016,Total,2016,India,"Calendar Year (Jan - Dec), 2016",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2017,Female,2017,India,"Calendar Year (Jan - Dec), 2017",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2017,Male,2017,India,"Calendar Year (Jan - Dec), 2017",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2017,Total,2017,India,"Calendar Year (Jan - Dec), 2017",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2018,Female,2018,India,"Calendar Year (Jan - Dec), 2018",20,JHARKHAND,16057819,3779232,12278587,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2018,Male,2018,India,"Calendar Year (Jan - Dec), 2018",20,JHARKHAND,16930315,4153829,12776486,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jharkhand,2018,Total,2018,India,"Calendar Year (Jan - Dec), 2018",20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,12776486,16057819,3779232,12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1995,Total,1995,India,"Calendar Year (Jan - Dec), 1995",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1997,Female,1997,India,"Calendar Year (Jan - Dec), 1997",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1997,Male,1997,India,"Calendar Year (Jan - Dec), 1997",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1997,Total,1997,India,"Calendar Year (Jan - Dec), 1997",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1998,Female,1998,India,"Calendar Year (Jan - Dec), 1998",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1998,Male,1998,India,"Calendar Year (Jan - Dec), 1998",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1998,Total,1998,India,"Calendar Year (Jan - Dec), 1998",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1999,Female,1999,India,"Calendar Year (Jan - Dec), 1999",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1999,Male,1999,India,"Calendar Year (Jan - Dec), 1999",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,1999,Total,1999,India,"Calendar Year (Jan - Dec), 1999",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2000,Female,2000,India,"Calendar Year (Jan - Dec), 2000",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2000,Male,2000,India,"Calendar Year (Jan - Dec), 2000",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2000,Total,2000,India,"Calendar Year (Jan - Dec), 2000",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2001,Female,2001,India,"Calendar Year (Jan - Dec), 2001",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2001,Male,2001,India,"Calendar Year (Jan - Dec), 2001",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2001,Total,2001,India,"Calendar Year (Jan - Dec), 2001",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2002,Female,2002,India,"Calendar Year (Jan - Dec), 2002",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2002,Male,2002,India,"Calendar Year (Jan - Dec), 2002",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2002,Total,2002,India,"Calendar Year (Jan - Dec), 2002",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2003,Female,2003,India,"Calendar Year (Jan - Dec), 2003",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2003,Male,2003,India,"Calendar Year (Jan - Dec), 2003",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2003,Total,2003,India,"Calendar Year (Jan - Dec), 2003",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2004,Female,2004,India,"Calendar Year (Jan - Dec), 2004",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2004,Male,2004,India,"Calendar Year (Jan - Dec), 2004",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2004,Total,2004,India,"Calendar Year (Jan - Dec), 2004",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2005,Female,2005,India,"Calendar Year (Jan - Dec), 2005",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2005,Male,2005,India,"Calendar Year (Jan - Dec), 2005",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2005,Total,2005,India,"Calendar Year (Jan - Dec), 2005",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2006,Female,2006,India,"Calendar Year (Jan - Dec), 2006",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2006,Male,2006,India,"Calendar Year (Jan - Dec), 2006",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2006,Total,2006,India,"Calendar Year (Jan - Dec), 2006",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2007,Female,2007,India,"Calendar Year (Jan - Dec), 2007",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2007,Male,2007,India,"Calendar Year (Jan - Dec), 2007",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2007,Total,2007,India,"Calendar Year (Jan - Dec), 2007",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2008,Female,2008,India,"Calendar Year (Jan - Dec), 2008",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2008,Male,2008,India,"Calendar Year (Jan - Dec), 2008",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2008,Total,2008,India,"Calendar Year (Jan - Dec), 2008",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2009,Female,2009,India,"Calendar Year (Jan - Dec), 2009",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2009,Male,2009,India,"Calendar Year (Jan - Dec), 2009",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2009,Total,2009,India,"Calendar Year (Jan - Dec), 2009",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2010,Female,2010,India,"Calendar Year (Jan - Dec), 2010",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2010,Male,2010,India,"Calendar Year (Jan - Dec), 2010",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2010,Total,2010,India,"Calendar Year (Jan - Dec), 2010",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2011,Female,2011,India,"Calendar Year (Jan - Dec), 2011",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2011,Male,2011,India,"Calendar Year (Jan - Dec), 2011",29,KARNATAKA,30966657,12037303,18929354,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2011,Total,2011,India,"Calendar Year (Jan - Dec), 2011",29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,18929354,30128640,11588659,18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,2012,Female,2012,India,"Calendar Year (Jan - Dec), 2012",29,KARNATAKA,30128640,11588659,18539981,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
